name,status
SurePoint Medical,closed
BizBashFunding,operating
GigaTrust,operating
Magellan Spine Technologies,operating
Collectively,closed
Kidblog,operating
ReverbNation,operating
Level 5 Recycling,operating
YouLicense,operating
Ecinity,closed
Criers Podium,closed
Anomo,operating
As It Is,closed
Wriber,operating
iiMonde,operating
Aiotra,operating
Veristorm,closed
Farmivore,operating
ZeroPaper S/A,operating
Buzzd,operating
Deal Acceleration,operating
Cj Trik,operating
BlueSpace,operating
TellApart,closed
Coffee and Power,closed
Juvonex,closed
PeerReach,closed
Blaze.io,closed
eVropa,closed
Indigio,operating
Touchtown Inc.,closed
carpooling.com,closed
LiveAction,closed
Prime Focus,closed
UBIKOD,closed
Impel NeuroPharma,closed
Ontourcloud - touring app,closed
Fixy,closed
Style on Screen,closed
LibertyX,closed
Greentech Media,closed
Comsenz,closed
TrendU,operating
Styloosh,operating
Bioventus,operating
Stylr,closed
smartB,closed
Wellkeeper,operating
Perfocal,closed
TheBlogTV,operating
Tribogenics,operating
Modality,operating
Triogen Group,operating
weeSpring,closed
Videoflot,closed
Forest Chemical Group,operating
Graphite Software,closed
FounderSync,closed
Guzu,operating
LIBCAST,operating
Umweltech,closed
Infobitt,closed
Spartoo,closed
KONUX,operating
Kindred Prints,operating
CatchMe!,closed
Billetto,closed
zipMoney Payments,closed
Gumball,closed
Perspectum Diagnostics,operating
OMGPOP,closed
Naymit,operating
LooseHead Software,operating
Ikigünde.com,closed
Shanghai Electronic Certificate Authority Center,operating
Penn Truss Systems,closed
BRAIN,closed
MarketMuse,operating
TIM Group,closed
RELEASEIF,operating
DNA SEQ,operating
bookacoach,operating
Tikvah Therapeutics,operating
Stratasan,closed
Chumen Wenwen,operating
Findable.in,closed
Alea,operating
HemaSource,operating
Agorafy,closed
Small Act,closed
GeneNews,closed
Shakr Media,closed
Selphee,closed
Wise Connect,closed
Virtual Fairground,closed
Lift Labs,operating
Northwest Evaluation Association,operating
GeoVario,closed
Pushing Green,operating
Wellocities,closed
Akimbo Financial,closed
RECOMBINETICS,closed
Boxee,closed
tispr,closed
Telink,operating
Sekai Lab,closed
Broccol-e-games,closed
Unified Color,closed
Metric Medical Devices,operating
Intersperse,closed
Ziffi,closed
Recruitmax,operating
Fundraise.com,operating
Pandol Associates Marketing,closed
PubMatic,operating
Jooix,closed
Prestodiag,operating
The Earnest Research Company,operating
Between Digital,closed
Ritani,operating
Tagkast,closed
Foxtrot Code,closed
restorgenex corp,closed
netMedi,closed
Resonate Industries,operating
Dark Oasis Studios,operating
Six3,closed
Ebid.co.zw,operating
ResiModel,closed
Cemaphore Systems,closed
Enroute Systems,closed
Home Inventory S[pecialists,operating
Pathwright,closed
MIND C.T.I. Ltd,operating
Matt Pate,operating
Bountii,closed
disco volante,closed
Deskarma,operating
Evento,closed
HOTELbeat,operating
Axion BioSystems,closed
Gamaliel,closed
Aromyx,closed
Wannafun,operating
LiquidHub,operating
Yahoo!,closed
Zebra Medical Technologies,closed
SMT Rail Corp.,operating
Morningstar,closed
DuneNetworks,closed
Modria,operating
Migo.me,operating
Signal Patterns,operating
Shark Pond,closed
Favery,closed
Lanyon Meetings,closed
Progressive Beverages,operating
Serwis Prawa,closed
Treato,operating
ScreachTV,operating
Kitchon,closed
Atomicorp,closed
CleverAds,closed
World First,operating
CrossLoop,operating
DriveFactor,operating
Broker Better,closed
Avalon Global Solutions,operating
X1 Technologies,operating
Spika,closed
UA Tech Dev Foundation,closed
Evelo Therapeutics,operating
WindowsWear,operating
TinyLoot,operating
Osi Systems,closed
The Minerva Project,closed
Syzen Analytics,operating
Alpha Moda Lab,operating
Spaceport.io Inc.,closed
YuMingle,operating
AMP Credit Technologies,closed
Writer.ly,closed
Broadlane,operating
TuCreaz.com Application,closed
Mimosa,closed
Blooie,operating
Vendavo,closed
Garlik,closed
"ispace technologies, inc.",closed
Sporty.cz,closed
RevenueMax,operating
Coupofy,closed
Resolver,closed
Ampulse,closed
Survival Media,closed
Personal,closed
Chai Point,closed
Habiteo,operating
Everly,operating
PopJam,operating
MAG Interactive,operating
TeraOp Displays,operating
Siren Care IVS,operating
Ozura World,closed
Solaris Power Cells,operating
Cerora,operating
Playmaroo,closed
Roxro Pharma,operating
SphereUp,closed
Grameen Financial Services,closed
Lekan.com,operating
Warranty Life,closed
Inforgence Inc.,closed
Next Generation Dance,closed
Advanced Power Projects,closed
"Glimr, Inc.",closed
Art Circle,operating
Sportistic,operating
Coinalytics Co.,operating
Scilex Pharmaceuticals,operating
ArcadeMonk,closed
Letao,operating
Mid-America consulting Group,closed
Everyday Solutions,operating
Tripsourcing,closed
TimeLynes,closed
Nextwave Software,operating
ArtVenue,closed
Techpear,operating
Neovacs,operating
SourceDNA,closed
Liquid Scenarios,closed
The Interest Network,operating
CSRware,closed
OneTok,operating
Nerium Biotechnology,operating
Looxcie,operating
Performance Plants,operating
The Hut Group,closed
MK2Media,closed
Thirdlevel,closed
Upaid Systems,closed
Oso Technologies,closed
ROBOCOPP™,operating
"CollabRx, Inc.",operating
ABC Management,closed
igadget.asia,operating
Juhe.cn,closed
99Taxis,closed
Feedster,operating
Benissimo,operating
Del Taco,closed
Xalud Therapeutics,closed
CWR Mobility,operating
Apiphany,closed
iTwixie,closed
Conventus Orthopaedics,closed
Talenthouse,operating
Merlin Diamonds,closed
ArthroCAD,operating
iWABOO Inc.,closed
AirDefense,operating
Selexagen Therapeutics,operating
My Pick Box,closed
Lingvist,closed
Appstarter,operating
Praccel,operating
GiveMeTap,operating
Skavengr,operating
Pedestal Networks,operating
North Palm Beach County Surgery Center,closed
Ajubeo,operating
Tap My Back - Employee Recognition,closed
One Block Off the Grid (1BOG),operating
IdeaPaint,operating
ContainerShip,closed
EBOOKAPLACE,operating
BidFlyer,operating
Bilna,operating
Fetch Rewards,operating
AsicAhead,operating
DealBird,closed
VirtenSys,closed
Seedfuse,closed
V - Secure Technologies,closed
Aria Analytics,operating
Ynusitado Digital Marketing Intelligence,closed
Ringostat,closed
Envoy Therapeutics,operating
Head Held High,closed
Yoka,operating
iGov,operating
Book Buyback,operating
OneDoc,operating
FOVE,closed
Offsite Care Resources,closed
Texas Sustainable Energy Research Institute,closed
Bounce - Fixed Fare Cabs,operating
DieDe Die Development,operating
TeliApp,operating
GeoCities,closed
Rocket Network,closed
TimeBridge,closed
bop.fm,operating
Denty's,operating
Snapvine,closed
ArgonCredit,operating
Audaster,closed
Virtuix,operating
CloudGenix,operating
GoPago,closed
Klevu Oy,operating
Spotwave Wireless,operating
Virtela Technology Services,closed
Caringo,operating
"ZypMedia, Inc.",operating
Liquid Grids,closed
UHMA,closed
CatchTheEye,operating
eDabba,operating
NextCAT,operating
BioProcessors,operating
StARTinitiative,operating
Broadview Networks,operating
Spyryx Biosciences,operating
Liberty Builders of Texas,operating
Evident.io,operating
Acylin Therapeutics,operating
Retevo,operating
Kipo,operating
Druva,operating
Krowdpad,closed
Sunlight Financial,operating
Advanced Telecom Group,operating
SharesPost,operating
Knowledge Delivery Systems,closed
n2v Solutions,operating
Swappaholics,operating
Visibillity,operating
Viacor,closed
YPlan,closed
Black Diamond Productions,closed
IOD Incorporated,operating
HAL Knowledge Solutions,operating
Wealthfront,operating
Studiocracy,closed
Pride Media Group,closed
AVOS Cloud,closed
PolySuite,closed
FluGen,closed
Versant Online Solutions,operating
TiAssisto24,closed
g-Nostics,closed
Sino Credit Corporation,closed
Arisdyne Systems,operating
BiolineRx,closed
Clearbit,operating
Mosaic,closed
G2 Works,closed
Mately,operating
Eco Products,operating
ClearSky Technologies,operating
LiftMetrix,closed
Middle Kingdom Studios,closed
Xercise4less,closed
Ovizio,operating
S4E,closed
Clearwater Clinical Limited,operating
SlideBatch,closed
Cambridge Technology Reports,operating
Conformia Software,operating
Issue,closed
Tipalti,operating
GlucoVista,closed
Dromadaire.com,closed
Ranomics,operating
FeedMagnet,operating
1 Mainstream,operating
Lytmus,closed
iSoccer,operating
Slantrange,closed
Pins,operating
TRITTY Inc.,closed
Stone Medical Corporation,operating
CanopyBoulder,closed
VoxPop Network Corporation,operating
Hatch Inc.,closed
Sugarwish,closed
Xponent,operating
Reduse,closed
OrthoScan,operating
Poolami,closed
Sail Freight International,operating
Dolphinite,operating
Taykey,operating
sones,operating
Musistic,closed
Ver de Verdad,closed
Free Flow Power,operating
RocketClub,operating
Netviewer,operating
SitScape,operating
Globevestor,operating
GNEX,operating
"VOIS, Inc.",operating
GLG,closed
Paperlinks,closed
"Pace Tech, Inc.",closed
Ujogo,operating
ISKN,operating
Wide Open Spaces,closed
Mocavo,closed
Utrip,operating
U.S. TrailMaps,closed
Wilson Therapeutics,operating
SugarTrends,operating
GenNext Media,operating
ExaGrid Systems,closed
12cm,operating
Travani,operating
Fazland,closed
WebyClip,closed
Reasoning Global eApplications Ltd.,closed
Bauzaar,operating
Fixed - Parking Tickets,operating
Bnocular,closed
appsFreedom,operating
Accipiter Systems,closed
TeleCommunication Systems,operating
Mindwork Labs,closed
Horizontal Systems,closed
Conga,operating
G.ho.st,closed
Jdguanjia,operating
Nellix,closed
Petasense,closed
SparCode,operating
Collabera,closed
Sound2Light Productions,operating
Endomagnetics,operating
DropWise Technologies,operating
Musations,operating
Nova Lignum,closed
Sparkfly,operating
Vitargent,operating
Caliper Life Sciences,closed
Envoimoinscher,closed
Nyotron,closed
VuCOMP,closed
Vignyan Consultancy Services,operating
Fitz Lodge,closed
The Training Room (TTR),closed
AdWhirl,closed
ARAMOZ,closed
Path,closed
Broex.in,operating
WiMark Systems,closed
Asthmatx,operating
Peakos,closed
TOPSEC,operating
DiscoverCloud,closed
New Soda,closed
Cardiocore,operating
Organically Maid,operating
BorderJump,closed
Poplar Level Player's Plaza,operating
pickrset,closed
Astrum Software,operating
Nonabox,operating
Kingsoft,operating
GiftRocket,closed
Kinesense,closed
iFlexMe,operating
Listen Up,operating
Propeller Aerobotics,closed
IDEV Technologies,operating
CloudDock,operating
Shelfmint,operating
CamPlex,closed
Incuvo,closed
Blue Dolphin Textile,operating
Alnara Pharmaceuticals,closed
Notonthehighstreet,closed
eTax Credit Exchange,operating
dabanniu.com,operating
OrthoPediactrics,closed
Snip.ly,operating
RealBio Technology,operating
FanMiles,operating
8x8 Inc,closed
Four K Entertainment,operating
Picwing,closed
Ozsale,closed
Dexrex Gear,closed
Welzoo,operating
Lyncean Technologies,operating
XipLink,operating
Picplum,operating
Sport/Life,closed
Vaxin,closed
Elonics,operating
Zignal Labs,operating
BEETmobile,operating
Bastion Security Installations,closed
MicroVision,operating
Strategic Global Investments,operating
Syntaxin,operating
StartDate Labs,operating
Pandorama,closed
Salucro Healthcare Solutions,operating
Stretch,closed
Tripfactory,operating
250ok,closed
Skioo,closed
CardioInsight Technologies,closed
Propel Software,closed
Hoppit,operating
Thinking Screen Media,closed
Sub10 Systems,closed
Arcamed,operating
DropPoint North America,operating
Explorer.io,operating
Angella Joy,closed
cct Stegelitz GmbH,operating
Dole Tian,closed
ContentChecked,operating
dateIITians,operating
One Season,closed
RoofFY inc.,closed
Purchext,closed
Linkua,closed
AgileJ Limited,closed
mValent,operating
Stylus Media,closed
Plateno Hotel Group,closed
Resident Research,closed
Talent.io,operating
Casagem,closed
Nu-Tech Foods,operating
C1X,operating
Pythian,closed
Scent Trunk,closed
Nitronex,closed
Transmode Systems,operating
OpenFeint,closed
Advanced Telemetry,closed
SolveDirect Service Management,operating
Xdynia,operating
Refiral,closed
Sentient Mobile Inc.,closed
CSD E.P. Water Service,closed
Room in the Moon,closed
Rapid Mobile,closed
Formspring,operating
Macton Corporation,closed
Vasculox,closed
Fikra Design,closed
ProFundCom,operating
Stat.io,operating
Myfixpert,operating
Open Data Institute,closed
"Praized Media, Inc.",operating
Adea,operating
Xenoport,operating
AchieveIt,operating
Greenville Chamber,closed
SuperAwesome,closed
Teramind,operating
Citic Shenzhen,operating
Riff Digital Inc.,operating
New Travelcoo,operating
OptiWi-fi,operating
Dasher,closed
Olah-Viq Software Solutions,closed
Choice Sports Training,closed
Compass Engine,closed
Reko Global Water,operating
internetstores,operating
FAZUA,operating
Fareness,closed
Introji,operating
BIOeCON,closed
garbs,closed
EventRegist,operating
Ledbury,closed
Yodas,closed
Antarex Group,operating
yavalu,operating
Cellwize,closed
Momox,closed
Communities for Cause,closed
Kustom Codes,operating
Spreadsave,operating
Bliss,closed
Axial Healthcare,operating
Real Time Tomography,closed
Veniam,closed
Tykoon,operating
TurnTide,operating
Conztanz,closed
konoz,operating
Pianpian,operating
Reef Point Systems,closed
55tuan.com,operating
Cloudmeter,closed
Addapp,operating
opinions.h,closed
Relavance Software,operating
Sonus Networks,operating
Aurochs Brewing,operating
LiveRSVP,closed
GymRealm,closed
Goddard Labs,operating
UrbnDesignz,operating
Arris Networks,operating
FwdHealth,operating
Transformed Apparel,closed
UAV Navigation,operating
Kranem,operating
Meridian-IQ,closed
Tabtor,operating
Profilepasser,closed
TritonWear,closed
BCM Solutions,operating
Maxly,closed
Offpeak Games,closed
Spark IP,closed
Symbian Foundation,closed
The Good Ear Company,closed
Joule,operating
card.io,closed
Cloudcherry,operating
G-cluster,operating
AXADO,closed
Miniversum,operating
Paragon Software,closed
TALON THERAPEUTICS,operating
EnvoyWorldWide,closed
ecoATM,closed
Cinexio,closed
Green Man Gaming,closed
MESoft,closed
Insignia Technologies,operating
DIBS,closed
Transportation Group,closed
QStart Labs,operating
edupristine,operating
Kayse Wireless,operating
Plateau Systems,closed
Vanda Pharmaceuticals,closed
INWEBTURE Limited,closed
EUSA Pharma,operating
GridBridge,closed
HangIt,closed
OrionVM Wholesale Cloud Superstructure,operating
Smith Micro Software,closed
Thesan Pharmaceuticals,closed
Cloupia,operating
Privlo,closed
Edevate,closed
In/Spree,operating
Hutchison MediPharma,closed
Simpliday,operating
Pulsity,closed
sensation.io,operating
Wham City Lights,closed
RASILIENT SYSTEMS,closed
ThisData,operating
Vidyard,operating
Vanderbilt University Medical Center,operating
CloudFlare,closed
Novitas,closed
College Annex,closed
Vuzit,closed
Avraham Pharmaceuticals,operating
Skysheet,operating
NoviMedicine,operating
BlueLithium,closed
Naboomboo,closed
RURALTY International,operating
amSTATZ,operating
Hennessey Wellness,closed
InsideAxisâ„¢,closed
Vhall,operating
Devver,closed
Rubina Real Estate,closed
CrenT,closed
Innovesi Smart Solutions Oy,closed
Identify3D,operating
Freestyle Software,operating
Vivoom,operating
Biomedica Management,operating
Widemile,closed
DigiwinSoft,operating
RealLifeConnect,operating
Blossom Records,operating
Listiki,closed
I Just Shared,closed
Parents Journey,closed
Simplicita Software,closed
"Vayu, Inc.",closed
TeacherTube,operating
Silicon Wolves Computing Society,operating
Truist,operating
SoloLearn,operating
Kogeto,closed
Topera,closed
Moblize,operating
Huakang Mobile Health,operating
BookKeeping Express,operating
Zkey.com,closed
Zane Benefits,closed
RIVA,closed
Move In History,closed
Pharma 73,closed
Growl Media,operating
Bro4u.com,operating
Letsdecco,operating
"Verisma Systems, Inc.",operating
Orb Health,closed
Neon Labs,operating
CustomMade,operating
Together Clinic,closed
Magic Software Enterprises,closed
Bookmycab,closed
Aligo,closed
The Simple,closed
iClick Interactive Asia,closed
Edkimo,closed
GigsJam,operating
Forums,operating
Stubmatic,operating
Blogo,operating
Equigerminal,closed
Glycode,operating
Mixwit,operating
Jotvine.com,operating
ADexact Corp.,operating
Azure Power,closed
HealthLoop,operating
Anke,closed
Wickr Inc.,operating
Birdhouse for Autism,operating
The Frankfurt Group & Holdings,closed
Hyperwave,closed
Insurance Noodle,operating
Baike.com,operating
Aurora Spectral Technologies,closed
Graphene Energy,closed
SmartMenuCard,closed
Wowcracy,closed
Aviir,operating
1spire,operating
PRTI,closed
Firestorm Emergency Services,operating
Blune,closed
Prysm,operating
SpaceConnect,operating
Lithium Technologies,closed
Parcelninja,closed
Mango Electronics Design,operating
RentHome.ru,closed
FIXO,operating
Checkpoint Surgical,closed
US Drum Supply,closed
ThinkEco,operating
Xplr Software,operating
Quickflix,closed
MUViZi,closed
Mazkara,closed
International Biomass Group,operating
Bannerman Resources,closed
Autonomous Marine Systems,closed
Avenue Right,closed
Clipik,closed
Lighthouse Pools,operating
Stakeforce,operating
Ayogo Health,operating
Pressable,operating
TeleCuba Holdings,operating
Cyteir Therapeutics,closed
"eConscribi, Inc.",closed
Cloudo,closed
Suniva,closed
KTM Advance,operating
EnergySage,operating
Edicy,closed
Red Swoosh,closed
Hygeia Therapeutics,operating
Smava,closed
Sensum,closed
Bonovo Orthopedics,closed
Panaseer Limited,operating
Zakoopi,operating
rumr,operating
SkillSurvey,operating
txtr,operating
Kaleidoscope,operating
Noccela,closed
CreateTrips,closed
Transmex Systems International,operating
NUITEQ,operating
WhereInFair,closed
ComSense Technology,operating
Adial Pharmaceuticals,closed
Gluru,closed
OneTeamVisi,operating
Alacritude,closed
Edurio,closed
Integrated Ordering Systems,closed
ScanCam Industries,closed
Charmcastle Entertainment Ltd.,operating
IROA Technologies,operating
BluEarth Renewables,closed
PolicyStat,operating
ELAN Microelectronics,closed
Yellowstone Compact & Commodities,closed
Scoupon,closed
iCAN,closed
Shutterfly,closed
Lion Games,operating
LALALAB (ex Polagram),operating
Launchr,closed
DealerRater,operating
Appetas,operating
Food Niche,closed
BlockCypher,closed
Origin Digital,closed
Mondokio,closed
Socialance,operating
Futura Acorp,operating
Salutaris Medical Devices,operating
365 Retail Markets,closed
SQream Technologies,closed
Spritz,operating
MeeWee,closed
Picapica,closed
AppShed,operating
Blue Marble Materials,closed
Bardakovka,closed
Admira Cosmetics,closed
Jump On It,closed
Navigenics,operating
BusyLife Software,closed
Affirm,closed
MyCube,operating
Kyto GmbH,closed
"CodeGlide, S.A.",operating
Grassroots Unwired,operating
Drakk's Place,operating
Phanfare,closed
Philz Coffee,operating
Daalder,closed
Amplyx Pharmaceuticals,operating
Knewbi.com,operating
Benefitfocus,closed
ENERTIME,operating
Google,closed
Calient Technologies,operating
Command Information,closed
Like a Boss Games,operating
ZINIER,operating
Generaytor,operating
908 Devices,operating
Opargo,closed
Kudos Knowledge,closed
Tracy & Michael,closed
Candescent SoftBase,operating
AmmoCore Technology,closed
Vanilla Video,closed
Jacobs Rimell Limited,closed
Funetics,closed
Imalux Corporation,operating
EqualEyes,closed
Shanghai Woshi Cultural Transmission,operating
"Combat2Career (C2C, LLC)",closed
Celly,operating
Expanded.IO,closed
BookBottles,closed
Pocketlab,closed
Cube CleanTech,operating
TunePatrol,operating
Wyldfire,operating
Reputami GmbH,operating
Eurotechnology Japan,closed
Appefize,operating
AWS Electronics,closed
Communication Synergy Technologies,closed
AutoHouse Technologies,operating
Pervacio,operating
Petinsurancequotes.com,operating
tvCompass,closed
Vermont Energy,closed
FRINGE COSMETICS,operating
The Football Social Club,operating
"ivi, Inc.",operating
SpectraPhase,operating
Verivue,closed
ImmunoGen,operating
MyPronostic,closed
STRANDS,closed
Voxbright Technologies,operating
Revalesio,closed
Zafu,operating
Verastem,closed
Bask,closed
ISVWorld,operating
Euroffice,operating
Wiener Games,operating
Dandelion,operating
Buzzero,closed
AMW Foundation,closed
SideStripe,closed
Stilnest,closed
HALSCION,operating
Admaxim,operating
Inprentus,closed
Laguna Pharmaceuticals,operating
EvoMob,operating
Spunkmobile,closed
Orange Chef,operating
Alpine 4,closed
Incept,closed
shiroyagi corporation,closed
Xytis,operating
Ciapple,operating
KidoZen,closed
NextCapital,closed
Massive Interactive,operating
ZKYON,operating
Samsara,operating
Burst Online Entertainment,operating
FanFueled,closed
Simpler Networks,closed
Edge Financial Forecasting,operating
Fish Ball Technology,operating
GSI - GLOBAL SOCIAL INTELLIGENCE,operating
MongoDB,closed
Seven Lakes Technologies,closed
Nitinol Devices & Components,operating
DataLase,operating
City Chattr,closed
Every1Mobile,operating
HourVille,closed
GotIt!,closed
EdgeInova International,closed
atokore,operating
Recursive Labs,operating
MeetonVC,operating
Hotchalk,operating
SportSnax,closed
Advanced Animal Diagnostics,closed
YWire technologies,closed
Hyperoptic,operating
Wedding Reality,operating
Blownaway,closed
Limbo,closed
MGID,closed
Pliant Technology,closed
Mochila,operating
Kedzoh,closed
BioMARC,operating
TAXI5.pl,closed
Real Trends,operating
AndesFactory,operating
Wonolo,operating
Ablative Solutions,operating
POPAPP,closed
Vocation,operating
Yo-Fi Wellness,closed
Ma-papeterie,closed
Datran Media,closed
Ynvisible,closed
Listeggs,closed
Velvetcase,operating
TRONICS GROUP,operating
Alert Media,closed
FUELUP,closed
TaskSpotting Inc.,operating
YYoga,operating
Compositence,closed
Medaphis Physician Services Corporation,closed
Chatham Therapeutics,closed
Cellix Limited,closed
CORWIL Technology,operating
Zarbee's,operating
Neverfrost,closed
Fiddler's Brewing Company,operating
"Coversant, Inc.",operating
Ceannate,closed
Arteriocyte Medical Systems,closed
Dualvis.io,closed
SnapUp,operating
Netlog,closed
RF Arrays,closed
GeoLens,operating
Cretia's Creations,operating
Tank Top TV,closed
ByteShield,operating
Gibberin,operating
OneMove Technologies,closed
Heart Health,operating
Myhomepage Ltd.,operating
Eden Therapeutics,closed
Argyle Executive Forum,closed
FlyClip,closed
"Ebullient, Inc.",closed
Delta Plant Technologies,operating
Maily,closed
Stonegate Mortgage,operating
Kallikids,operating
Shaken,operating
Boss Controls,operating
eXlogue,operating
Vint On-demand Personal Training,operating
iLumin Software,closed
Assured Labor,closed
Zencoder,operating
Quantico Trends,closed
Shocking Technologies,closed
Koogame,operating
SureCash,closed
Wellbeats,closed
Cyfuse Biomedical,closed
Integrated Materials,operating
APX Group,closed
fitaborate,operating
Auditude,closed
1World Online,closed
Button,closed
MEG Energy,operating
Finco,closed
Persistent Efficiency,closed
BG Networking,operating
Clozette.co,closed
Map That,closed
Customapp,operating
AlphaStripe,operating
BlueMessaging,closed
AcceloWeb,closed
Days of Wonder,closed
Nxtfour,closed
Shift Network,operating
Palyon Medical,operating
CheckPass Business Solutions,closed
Micell Technologies,operating
ADAPTIX,operating
Itaconix,closed
Net Element,closed
YouDo.com,closed
ForeSee,closed
Interactive Convenience Electronics,operating
FieldLens,operating
Gaudena,closed
AirPR,closed
Vibrow,closed
Format Dynamics,operating
Invoxia,operating
Bee Networx (Astilbe),closed
Adeyoh,operating
Joinnus,closed
Westcrete,closed
Directed Medical Systems,operating
MotionSavvy,closed
CoreXchange,closed
Prizeo,closed
treekele,closed
The Cambridge Center For Medical & Veterinary Sciences,closed
Zilift,operating
Akamai Home Tech,closed
Playcast Media,operating
Thrive,closed
AquaMost,closed
UPower,closed
Strix Systems,operating
DataSynapse,operating
MapFlagged,closed
Atherotech Diagnostics Lab,operating
Tribesports,operating
TryTopic,operating
American Injury Attorney Group,operating
TelOptica,operating
Kenna,closed
Sanuthera,operating
IPMobileNet,operating
Smart Adventure,operating
Fastgen,closed
Urban Metrics,closed
Achievers,operating
Conquest,operating
Albiorex,operating
Offermatica,closed
Nomanini,closed
GrubMarket Inc,operating
Pythagoras Solar,closed
Guaana,closed
Vivid Restaurant Concepts,operating
Undagrid,closed
Travel and Learning Enterprises,operating
ZippyApp,operating
Application Craft,closed
StorkUp.com,operating
Innvotec Surgical,closed
Medinox,closed
Local Lift,operating
Lighting Retrofit International,closed
Craftsvilla,closed
knf Technologies,operating
Wise Velocity,operating
OfficeLeaseCenter.com,operating
Synosia Therapeutics,operating
Xianguo,operating
easy2map,operating
Kaboa,closed
eÇift,closed
Heart Buddy,operating
OQO,operating
Outplay Entertainment,operating
M.A. Transportation Services,closed
Metagenics,operating
SUB ONE TECHNOLOGY,operating
TripVerse,operating
BrightLocker,closed
Powers Device Technologies LLC.,closed
SurgeryEdu,closed
Bplats,closed
Hoffman Family Cellars,closed
Lysac Technologies,operating
Affinity Circles,operating
yetu,closed
Frontier MEA,operating
EurekaGGN,operating
Ophthonix,operating
eBioscience,closed
DERP Technologies,operating
I-Market,closed
Ooooby,operating
HOKO,closed
Oorja Fuel Cells,closed
Surf Air,closed
StepLeader,closed
Angel Medical Systems,operating
Solvesting,operating
BioTrove,closed
Web Design Giant Inc.,closed
RamTiger Fitness,operating
SemiNex,operating
Tamago,operating
Seekmi,operating
NutriVentures,closed
"MicroPoint Bioscience, Inc.",operating
MaryJane Distribution,closed
Pedestal Inc,closed
Renoviso,closed
Numbrs AG,operating
Harbor Technologies,closed
THUBIT,closed
Captricity,operating
Tango,closed
noFeeRealEstateSales.com,operating
Gunjin Games,operating
Moovenda,operating
Clinton Group,operating
Eating Recovery Center,operating
Gruppo MAASI,closed
Vidcaster,operating
ImOff,operating
NKD,operating
MySiteApp,operating
SwapDrive,closed
Onyu,closed
Metropolitan App,operating
Videovalis GmbH,closed
Questar Assessment,operating
DirectScale,closed
ClickSquared,operating
iMedix Inc.,operating
Geni,operating
BrainRush,operating
Cookman Enterprises,operating
HandSignal,operating
Kinetic,closed
EyeQuant,operating
Localfu,closed
Cyanogen,operating
WeWork,operating
Mobile Active Defense,closed
Bizfi,operating
HealthSpot,closed
TapMesh,operating
vCider,operating
LoveLula,closed
Genius Monkey,closed
Phrazit,closed
Kueski,operating
"CUBED, Inc.",closed
Salunda,operating
True Illusion Software,operating
Nuvo Research,closed
Shelfbucks,closed
Teach.com,closed
Protom International,closed
PC Enterprises,operating
TeVido BioDevices,closed
GreenSand,closed
STinser,operating
SpydrSafe Mobile Security,operating
Oomph Wellness,closed
MediCard,operating
Test.tv,operating
Cater to u,closed
Microtask,operating
Corporate Times,closed
Dil Mil,closed
LyfeSystems,closed
Giftpass,operating
Mitro,operating
Chronicle Solutions,operating
Survivors End,closed
Grapevine Talk,operating
Empire Robotics,closed
Superprotonic,operating
FLEXIROAM,closed
SignEasy,operating
Press About Us,closed
SkyBulls,closed
Sanovi Technologies,closed
Cloudnexa,closed
Talima Therapeutics,operating
AAIPharma Services,operating
NGenTec,operating
Fyreball,closed
Streamline,closed
Enhance Biotech,operating
EGEN,operating
Manjrasoft,operating
Keynected,closed
Tripwire,operating
Auto Secure,closed
PortAuthority Technologies,closed
Fitness Partners,operating
Manifact,closed
ShiftForward,operating
Arran Aromatics,operating
CancerGuide Diagnostics,operating
The DoBand Campaign,closed
Bactest,closed
Eyepic,operating
Frio Distributors,operating
Magic Bus,operating
iUniverse,operating
Balance Therapeutics,closed
Tongbanjie,closed
ViHub,closed
Five minutes,operating
Sirona Spring,closed
Market Force Information,closed
Heekya,operating
Intamac Systems,closed
Glocal,closed
Flash Ambition Entertainment Company,closed
GateMe,closed
Screener,closed
SeniorQuote Insurance Services,operating
Gameotic,operating
Green Day Cafe,operating
Gleam,operating
Bitt,closed
Transgenomic,operating
Dokogeo,operating
Tinkoff Credit Systems,closed
LearnUp,operating
Sapiens,closed
Edimer Pharmaceuticals,operating
uchoose,operating
beBetter Health,operating
"TurnHere, Inc.",operating
Zapyle,closed
Rock Flow Dynamics,closed
Life is Tech,operating
Gentronix,operating
Cortria Corporation,operating
Maicoin,closed
HCT Group,operating
LookNook,operating
Adjust,closed
biupBOX,closed
Treatful,closed
Giggle,operating
Oblicore,closed
DataKraft,closed
CENTRI Technology,operating
Love Mondays,operating
Miselu Inc.,operating
High Society Clothing Line,closed
Semnur Pharmaceuticals,closed
Occipital,operating
Leevia,operating
Pennant,closed
Family Housing Investments,operating
Feuerlabs,closed
Yadu,operating
Aquacue,closed
Vendormate,operating
RochesterWorks,closed
Mumumío,closed
"MarketEnterprise Co.,Ltd.",closed
intelliPaper,operating
"First Stop Health, LLC",closed
Opendoor,closed
Gammastar Medical Group,operating
Principle Energy Limited,closed
Rupeetalk,closed
Monsoon Commerce,operating
St. Teresa Medical,closed
combyne,closed
Chegue.lá,operating
The University of Texas Health Science Center at Houston,operating
AppZen,closed
iCharts,operating
hobbyDB,closed
Gridstore,operating
Concept Inbox,closed
ReaLens,operating
uBirds,operating
SDI,closed
Hackmania,closed
